date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-23,AAPL,2026-03-20,0.9332,UP,stooq
2026-03-23,MSFT,2026-03-20,0.4992,DOWN,stooq
2026-03-23,TSLA,2026-03-20,0.4177,DOWN,stooq
