date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-04,AAPL,2026-03-03,0.4432,DOWN,stooq
2026-03-04,MSFT,2026-03-03,0.5095,UP,stooq
2026-03-04,TSLA,2026-03-03,0.8563,UP,stooq
