date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-27,AAPL,2026-02-26,0.4721,DOWN,stooq
2026-02-27,MSFT,2026-02-26,0.4193,DOWN,stooq
2026-02-27,TSLA,2026-02-26,0.4459,DOWN,stooq
