date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-12,AAPL,2026-01-09,0.8315,UP,stooq
2026-01-12,MSFT,2026-01-09,0.46,DOWN,stooq
2026-01-12,TSLA,2026-01-09,0.4277,DOWN,stooq
