date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-09,AAPL,2026-03-06,0.43,DOWN,stooq
2026-03-09,MSFT,2026-03-06,0.4795,DOWN,stooq
2026-03-09,TSLA,2026-03-06,0.4504,DOWN,stooq
