date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-07,AAPL,2026-01-06,0.8708,UP,stooq
2026-01-07,MSFT,2026-01-06,0.4746,DOWN,stooq
2026-01-07,TSLA,2026-01-06,0.4241,DOWN,stooq
