date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-17,AAPL,2026-03-16,0.8265,UP,stooq
2026-03-17,MSFT,2026-03-16,0.4331,DOWN,stooq
2026-03-17,TSLA,2026-03-16,0.4502,DOWN,stooq
