date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-24,AAPL,2025-12-23,0.8365,UP,stooq
2025-12-24,MSFT,2025-12-23,0.4168,DOWN,stooq
2025-12-24,TSLA,2025-12-23,0.56,UP,stooq
