date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-12,AAPL,2026-03-11,0.3867,DOWN,stooq
2026-03-12,MSFT,2026-03-11,0.4324,DOWN,stooq
2026-03-12,TSLA,2026-03-11,0.4877,DOWN,stooq
