date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-27,AAPL,2025-12-26,0.3886,DOWN,stooq
2025-12-27,MSFT,2025-12-26,0.379,DOWN,stooq
2025-12-27,TSLA,2025-12-26,0.5264,UP,stooq
