date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-19,AAPL,2026-01-16,0.8979,UP,stooq
2026-01-19,MSFT,2026-01-16,0.8894,UP,stooq
2026-01-19,TSLA,2026-01-16,0.4356,DOWN,stooq
