date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-19,AAPL,2025-12-18,0.5083,UP,stooq
2025-12-19,MSFT,2025-12-18,0.521,UP,stooq
2025-12-19,TSLA,2025-12-18,0.6957,UP,stooq
