date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-04,AAPL,2026-02-03,0.6131,UP,stooq
2026-02-04,MSFT,2026-02-03,0.8354,UP,stooq
2026-02-04,TSLA,2026-02-03,0.4392,DOWN,stooq
