date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-26,AAPL,2025-12-24,0.3753,DOWN,stooq
2025-12-26,MSFT,2025-12-24,0.3676,DOWN,stooq
2025-12-26,TSLA,2025-12-24,0.5384,UP,stooq
