date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-05,AAPL,2026-02-04,0.7329,UP,stooq
2026-02-05,MSFT,2026-02-04,0.3375,DOWN,stooq
2026-02-05,TSLA,2026-02-04,0.4227,DOWN,stooq
