date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-13,AAPL,2026-03-12,0.4275,DOWN,stooq
2026-03-13,MSFT,2026-03-12,0.4248,DOWN,stooq
2026-03-13,TSLA,2026-03-12,0.4386,DOWN,stooq
