date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-10,AAPL,2026-03-09,0.434,DOWN,stooq
2026-03-10,MSFT,2026-03-09,0.4891,DOWN,stooq
2026-03-10,TSLA,2026-03-09,0.4795,DOWN,stooq
