date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-19,AAPL,2026-03-18,0.83,UP,stooq
2026-03-19,MSFT,2026-03-18,0.3906,DOWN,stooq
2026-03-19,TSLA,2026-03-18,0.4037,DOWN,stooq
