date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-06,AAPL,2026-03-05,0.4658,DOWN,stooq
2026-03-06,MSFT,2026-03-05,0.5036,UP,stooq
2026-03-06,TSLA,2026-03-05,0.4352,DOWN,stooq
