date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-18,AAPL,2026-02-17,0.4768,DOWN,stooq
2026-02-18,MSFT,2026-02-17,0.7544,UP,stooq
2026-02-18,TSLA,2026-02-17,0.4235,DOWN,stooq
