date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-28,AAPL,2026-01-27,0.5148,UP,stooq
2026-01-28,MSFT,2026-01-27,0.57,UP,stooq
2026-01-28,TSLA,2026-01-27,0.4032,DOWN,stooq
