date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-26,AAPL,2026-01-23,0.828,UP,stooq
2026-01-26,MSFT,2026-01-23,0.6073,UP,stooq
2026-01-26,TSLA,2026-01-23,0.5111,UP,stooq
