date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-10,AAPL,2026-01-09,0.8312,UP,stooq
2026-01-10,MSFT,2026-01-09,0.46,DOWN,stooq
2026-01-10,TSLA,2026-01-09,0.4272,DOWN,stooq
