date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-08,AAPL,2026-02-06,0.1786,DOWN,stooq
2026-02-08,MSFT,2026-02-06,0.3555,DOWN,stooq
2026-02-08,TSLA,2026-02-06,0.3869,DOWN,stooq
