date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-11,AAPL,2026-03-10,0.4036,DOWN,stooq
2026-03-11,MSFT,2026-03-10,0.4764,DOWN,stooq
2026-03-11,TSLA,2026-03-10,0.4658,DOWN,stooq
