date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-17,AAPL,2026-01-16,0.8977,UP,stooq
2026-01-17,MSFT,2026-01-16,0.888,UP,stooq
2026-01-17,TSLA,2026-01-16,0.4352,DOWN,stooq
