date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-08,AAPL,2026-01-07,0.8574,UP,stooq
2026-01-08,MSFT,2026-01-07,0.5154,UP,stooq
2026-01-08,TSLA,2026-01-07,0.7945,UP,stooq
