date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-21,AAPL,2026-01-20,0.8862,UP,stooq
2026-01-21,MSFT,2026-01-20,0.8517,UP,stooq
2026-01-21,TSLA,2026-01-20,0.3667,DOWN,stooq
