date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-05,AAPL,2026-03-04,0.4203,DOWN,stooq
2026-03-05,MSFT,2026-03-04,0.4593,DOWN,stooq
2026-03-05,TSLA,2026-03-04,0.4753,DOWN,stooq
