date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-15,AAPL,2026-01-14,0.8471,UP,stooq
2026-01-15,MSFT,2026-01-14,0.8615,UP,stooq
2026-01-15,TSLA,2026-01-14,0.8425,UP,stooq
