date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-30,AAPL,2025-12-29,0.3959,DOWN,stooq
2025-12-30,MSFT,2025-12-29,0.3971,DOWN,stooq
2025-12-30,TSLA,2025-12-29,0.4737,DOWN,stooq
