date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-14,AAPL,2026-03-13,0.8313,UP,stooq
2026-03-14,MSFT,2026-03-13,0.4126,DOWN,stooq
2026-03-14,TSLA,2026-03-13,0.4354,DOWN,stooq
