date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-02,AAPL,2026-01-30,0.6624,UP,stooq
2026-02-02,MSFT,2026-01-30,0.4998,DOWN,stooq
2026-02-02,TSLA,2026-01-30,0.505,UP,stooq
