date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-24,AAPL,2026-01-23,0.8276,UP,stooq
2026-01-24,MSFT,2026-01-23,0.607,UP,stooq
2026-01-24,TSLA,2026-01-23,0.5106,UP,stooq
