date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-31,AAPL,2026-01-30,0.662,UP,stooq
2026-01-31,MSFT,2026-01-30,0.4996,DOWN,stooq
2026-01-31,TSLA,2026-01-30,0.5045,UP,stooq
