date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-25,AAPL,2026-03-24,0.4638,DOWN,stooq
2026-03-25,MSFT,2026-03-24,0.8365,UP,stooq
2026-03-25,TSLA,2026-03-24,0.4097,DOWN,stooq
