date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-23,AAPL,2026-02-20,0.4441,DOWN,stooq
2026-02-23,MSFT,2026-02-20,0.3566,DOWN,stooq
2026-02-23,TSLA,2026-02-20,0.463,DOWN,stooq
