date,ticker,asof,proba_up_next_day,signal,data_source
2025-12-21,AAPL,2025-12-19,0.8182,UP,stooq
2025-12-21,MSFT,2025-12-19,0.7859,UP,stooq
2025-12-21,TSLA,2025-12-19,0.6858,UP,stooq
