date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-12,AAPL,2026-02-11,0.1437,DOWN,stooq
2026-02-12,MSFT,2026-02-11,0.3164,DOWN,stooq
2026-02-12,TSLA,2026-02-11,0.4949,DOWN,stooq
