date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-19,AAPL,2026-02-18,0.4029,DOWN,stooq
2026-02-19,MSFT,2026-02-18,0.7465,UP,stooq
2026-02-19,TSLA,2026-02-18,0.3751,DOWN,stooq
