date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-13,AAPL,2026-01-12,0.851,UP,stooq
2026-01-13,MSFT,2026-01-12,0.4989,DOWN,stooq
2026-01-13,TSLA,2026-01-12,0.4125,DOWN,stooq
