date,ticker,asof,proba_up_next_day,signal,data_source
2026-03-18,AAPL,2026-03-17,0.8354,UP,stooq
2026-03-18,MSFT,2026-03-17,0.4243,DOWN,stooq
2026-03-18,TSLA,2026-03-17,0.4424,DOWN,stooq
