date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-03,AAPL,2026-02-02,0.6427,UP,stooq
2026-02-03,MSFT,2026-02-02,0.368,DOWN,stooq
2026-02-03,TSLA,2026-02-02,0.4192,DOWN,stooq
