date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-21,AAPL,2026-02-20,0.444,DOWN,stooq
2026-02-21,MSFT,2026-02-20,0.3563,DOWN,stooq
2026-02-21,TSLA,2026-02-20,0.4627,DOWN,stooq
