date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-30,AAPL,2026-01-29,0.57,UP,stooq
2026-01-30,MSFT,2026-01-29,0.8747,UP,stooq
2026-01-30,TSLA,2026-01-29,0.4485,DOWN,stooq
