date,ticker,asof,proba_up_next_day,signal,data_source
2026-01-16,AAPL,2026-01-15,0.842,UP,stooq
2026-01-16,MSFT,2026-01-15,0.8377,UP,stooq
2026-01-16,TSLA,2026-01-15,0.8333,UP,stooq
