date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-06,AAPL,2026-02-05,0.6097,UP,stooq
2026-02-06,MSFT,2026-02-05,0.8325,UP,stooq
2026-02-06,TSLA,2026-02-05,0.3838,DOWN,stooq
