date,ticker,asof,proba_up_next_day,signal,data_source
2026-02-11,AAPL,2026-02-10,0.1166,DOWN,stooq
2026-02-11,MSFT,2026-02-10,0.3665,DOWN,stooq
2026-02-11,TSLA,2026-02-10,0.4785,DOWN,stooq
